bf800000:	dummy;	3.4.0	1.8.4	0	1	0	0
401998b7:	dummy;	2.405387	12	-8	80
4019ece1:	time lag;	2.39995	2.40539
4019ac5c:	dummy;	2.406344	12	-8	80
4019edbb:	time lag;	2.40114	2.40634
4019be66:	dummy;	2.4073	12	-8	80
401a7bf6:	time lag;	2.40225	2.40730
4019d339:	dummy;	2.408255	10	-8	80
401a7d18:	time lag;	2.40352	2.40826
4019d3aa:	dummy;	2.409212	8	-8	80
401a7e3d:	time lag;	2.40354	2.40921
4019e53f:	dummy;	2.410167	6	-8	80
401a7f30:	time lag;	2.40462	2.41017
401a0cd4:	dummy;	2.411124	4	-8	80
401a8017:	time lag;	2.40703	2.41112
401a0d4e:	dummy;	2.41208	4	-8	80
401a80fa:	time lag;	2.40706	2.41208
401a0d67:	dummy;	2.413035	4	-8	80
401a81d8:	time lag;	2.40707	2.41303
401a1ec9:	dummy;	2.413988	4	-8	80
401a82b6:	time lag;	2.40813	2.41399
401a32fd:	dummy;	2.414926	4	-8	80
401a8390:	time lag;	2.40936	2.41493
401a50f0:	dummy;	2.415868	4	-8	80
401b0831:	time lag;	2.41119	2.41587
401a517a:	dummy;	2.416824	4	-8	80
401b094e:	time lag;	2.41122	2.41682
401a583a:	dummy;	2.417779	4	-8	80
401b0a8d:	time lag;	2.41163	2.41778
401a6db1:	dummy;	2.418734	4	-8	80
401b0b7c:	time lag;	2.41295	2.41873
401a81f1:	dummy;	2.419689	4	-8	80
401b0c5a:	time lag;	2.41418	2.41969
401a961c:	dummy;	2.420641	4	-8	80
401b0d39:	time lag;	2.41541	2.42064
401aa90d:	dummy;	2.421584	4	-8	80
401b0e13:	time lag;	2.41657	2.42158
401aa976:	dummy;	2.422539	4	-8	80
401b0eed:	time lag;	2.41659	2.42254
401abb0e:	dummy;	2.423494	5	-7	81
401b0fc7:	time lag;	2.41767	2.42349
401acf96:	dummy;	2.424449	6	-6	82
401b10a1:	time lag;	2.41892	2.42445
401ae0db:	dummy;	2.425406	7	-5	83
401b91d1:	time lag;	2.41997	2.42541
401af690:	dummy;	2.426361	8	-4	84
401b92ef:	time lag;	2.42130	2.42636
401b0ab7:	dummy;	2.427317	8	-4	84
401b93e6:	time lag;	2.42253	2.42732
401b0b1c:	dummy;	2.428273	8	-4	84
401b94d1:	time lag;	2.42255	2.42827
401b1bfc:	dummy;	2.42923	8	-4	84
401b95b3:	time lag;	2.42358	2.42923
401b2e73:	dummy;	2.430184	8	-4	84
401b968d:	time lag;	2.42471	2.43018
401b42fa:	dummy;	2.431141	8	-4	84
401b9796:	time lag;	2.42596	2.43114
401b573a:	dummy;	2.432096	8	-4	84
401b987c:	time lag;	2.42720	2.43210
401b57b0:	dummy;	2.433054	8	-4	84
401b9956:	time lag;	2.42723	2.43305
401b68b6:	dummy;	2.434005	8	-4	84
401c25e5:	time lag;	2.42827	2.43400
401b7de1:	dummy;	2.434944	8	-4	84
401c2703:	time lag;	2.42956	2.43494
401b7e4a:	dummy;	2.435894	8	-4	84
401c27fa:	time lag;	2.42958	2.43589
401b903f:	dummy;	2.436838	8	-4	84
401c28e1:	time lag;	2.43068	2.43684
401ba4ad:	dummy;	2.437793	8	-4	84
401c29bf:	time lag;	2.43193	2.43779
401bb930:	dummy;	2.438749	8	-4	84
401c2a99:	time lag;	2.43318	2.43875
401bce14:	dummy;	2.439704	8	-5	85
401c2b6f:	time lag;	2.43445	2.43970
401be169:	dummy;	2.440656	8	-6	86
401c2c49:	time lag;	2.43563	2.44066
401be1d6:	dummy;	2.441599	8	-7	87
401c2d1f:	time lag;	2.43566	2.44160
401bfa55:	dummy;	2.442556	8	-8	88
401cafa7:	time lag;	2.43715	2.44256
401c032e:	dummy;	2.443511	8	-8	88
401cb0c4:	time lag;	2.43769	2.44351
401c1822:	dummy;	2.444466	8	-8	88
401cb1bc:	time lag;	2.43897	2.44447
401c2bcb:	dummy;	2.445422	8	-8	88
401cb29e:	time lag;	2.44017	2.44542
401c3fea:	dummy;	2.446379	8	-8	88
401cb37d:	time lag;	2.44140	2.44638
401c52f4:	dummy;	2.447334	8	-8	88
401cb45b:	time lag;	2.44256	2.44733
401c5365:	dummy;	2.448291	8	-8	88
401cb628:	time lag;	2.44259	2.44829
401c64f1:	dummy;	2.449247	8	-8	88
401cb76b:	time lag;	2.44366	2.44925
401c84ba:	dummy;	2.450204	8	-8	88
401d3bf7:	time lag;	2.44560	2.45020
401c89c6:	dummy;	2.45116	8	-8	88
401d3d14:	time lag;	2.44591	2.45116
401c9f56:	dummy;	2.452115	8	-8	88
401d3e10:	time lag;	2.44723	2.45212
401cb2fb:	dummy;	2.453072	8	-8	88
401d3f29:	time lag;	2.44842	2.45307
401cb36c:	dummy;	2.454028	8	-8	88
401d4018:	time lag;	2.44845	2.45403
401cc62a:	dummy;	2.45498	8	-8	86
401d40ff:	time lag;	2.44959	2.45498
401cc697:	dummy;	2.455917	8	-8	84
401d41e1:	time lag;	2.44962	2.45592
401cd7aa:	dummy;	2.456861	8	-8	82
401d42c0:	time lag;	2.45066	2.45686
401ceb9a:	dummy;	2.457817	8	-8	80
401d43b3:	time lag;	2.45188	2.45782
401cff4c:	dummy;	2.458773	8	-8	80
401d4491:	time lag;	2.45308	2.45877
401d1180:	dummy;	2.459728	8	-8	80
401dcbf3:	time lag;	2.45419	2.45973
401d25a2:	dummy;	2.460684	8	-8	80
401dcd10:	time lag;	2.45542	2.46068
401d396d:	dummy;	2.461636	8	-8	80
401dce07:	time lag;	2.45663	2.46164
401d39d2:	dummy;	2.46258	8	-8	80
401dceee:	time lag;	2.45665	2.46258
401d4a5e:	dummy;	2.463534	8	-8	80
401dcfcc:	time lag;	2.45766	2.46353
401d5d8d:	dummy;	2.464489	8	-8	80
401dd0ab:	time lag;	2.45883	2.46449
401d6ec6:	dummy;	2.465444	8	-8	80
401dd185:	time lag;	2.45989	2.46544
401d8349:	dummy;	2.4664	8	-8	80
401dd25f:	time lag;	2.46114	2.46640
401d9f95:	dummy;	2.467354	8	-8	80
401e580c:	time lag;	2.46287	2.46735
401daa3f:	dummy;	2.46831	8	-8	80
401e5925:	time lag;	2.46352	2.46831
401daaac:	dummy;	2.469264	8	-8	80
401e5a1d:	time lag;	2.46354	2.46926
401dbc8c:	dummy;	2.470221	8	-8	80
401e5b03:	time lag;	2.46463	2.47022
401dcfa2:	dummy;	2.471177	7	-7	81
401e5be6:	time lag;	2.46580	2.47118
401de41d:	dummy;	2.472133	6	-6	82
401e5cc4:	time lag;	2.46705	2.47213
401df7db:	dummy;	2.473088	5	-5	83
401e5da2:	time lag;	2.46825	2.47309
401df840:	dummy;	2.474046	4	-4	84
401e5ebb:	time lag;	2.46828	2.47405
401e0b63:	dummy;	2.474997	4	-4	84
401e5fc4:	time lag;	2.46944	2.47500
401e1f15:	dummy;	2.475941	4	-4	84
401e60aa:	time lag;	2.47065	2.47594
401e1f7d:	dummy;	2.476892	4	-4	84
401e6184:	time lag;	2.47067	2.47689
401e3034:	dummy;	2.477836	4	-4	84
401eeb0b:	time lag;	2.47169	2.47784
401e4517:	dummy;	2.478791	4	-4	84
401eec2d:	time lag;	2.47297	2.47879
401e594b:	dummy;	2.479747	4	-4	84
401eed24:	time lag;	2.47420	2.47975
401e6cf4:	dummy;	2.480702	4	-4	84
401eee0b:	time lag;	2.47540	2.48070
401e80a2:	dummy;	2.481659	4	-4	84
401eeee9:	time lag;	2.47660	2.48166
401e810f:	dummy;	2.482597	4	-4	84
401eefc8:	time lag;	2.47663	2.48260
401e9414:	dummy;	2.483554	4	-4	84
401ef16f:	time lag;	2.47779	2.48355
401ea893:	dummy;	2.484508	4	-4	84
401ef267:	time lag;	2.47904	2.48451
401ebf98:	dummy;	2.485464	4	-4	84
401f795f:	time lag;	2.48044	2.48546
401ecef2:	dummy;	2.486419	5	-5	84
401f7a7d:	time lag;	2.48138	2.48642
401ee282:	dummy;	2.487377	6	-6	84
401f7b74:	time lag;	2.48257	2.48738
401ee2f8:	dummy;	2.488332	7	-7	84
401f7c63:	time lag;	2.48260	2.48833
401ef473:	dummy;	2.489288	8	-8	84
401f7d41:	time lag;	2.48367	2.48929
401f0874:	dummy;	2.490245	8	-8	84
401f7e24:	time lag;	2.48489	2.49024
401f1c37:	dummy;	2.491202	8	-8	84
401f7f02:	time lag;	2.48610	2.49120
401f2fe0:	dummy;	2.492157	8	-8	84
401f7fdc:	time lag;	2.48730	2.49216
401f4d0e:	dummy;	2.493114	8	-8	84
40200de9:	time lag;	2.48908	2.49311
401f4d9c:	dummy;	2.494071	8	-8	84
40200f06:	time lag;	2.48911	2.49407
401f4db6:	dummy;	2.495027	8	-8	84
40200ffe:	time lag;	2.48912	2.49503
401f55c1:	dummy;	2.495979	8	-8	84
402010e9:	time lag;	2.48961	2.49598
401f6b5d:	dummy;	2.496918	8	-8	84
402011f5:	time lag;	2.49093	2.49692
401f7f17:	dummy;	2.497861	8	-8	84
402012dc:	time lag;	2.49213	2.49786
401f930c:	dummy;	2.498818	8	-8	84
402013ba:	time lag;	2.49335	2.49882
401fa759:	dummy;	2.499773	8	-8	84
40201494:	time lag;	2.49459	2.49977
401fa7ca:	dummy;	2.500729	8	-8	84
4020156e:	time lag;	2.49462	2.50073
401fb917:	dummy;	2.501684	8	-8	84
40201648:	time lag;	2.49567	2.50168
401fcc18:	dummy;	2.502636	8	-7	84
40201722:	time lag;	2.49683	2.50264
401fe426:	dummy;	2.503579	8	-6	84
40209f7b:	time lag;	2.49830	2.50358
401ff29d:	dummy;	2.504535	8	-5	84
4020a134:	time lag;	2.49918	2.50454
4020075f:	dummy;	2.50549	8	-4	84
4020a2a9:	time lag;	2.50045	2.50549
4020199c:	dummy;	2.506443	8	-4	84
4020a409:	time lag;	2.50156	2.50644
40201a0d:	dummy;	2.5074	8	-4	84
4020a55d:	time lag;	2.50159	2.50740
40202b9d:	dummy;	2.508353	8	-4	84
4020a6a8:	time lag;	2.50266	2.50835
40203f70:	dummy;	2.509309	8	-4	84
4020a7f4:	time lag;	2.50387	2.50931
40205326:	dummy;	2.510265	8	-4	84
4020a93f:	time lag;	2.50507	2.51026
402066d3:	dummy;	2.511221	8	-4	84
4020aa8b:	time lag;	2.50628	2.51122
4020789e:	dummy;	2.512177	8	-4	84
4021313c:	time lag;	2.50736	2.51218
40208c7a:	dummy;	2.513133	8	-4	84
40213287:	time lag;	2.50857	2.51313
40208ceb:	dummy;	2.514089	8	-4	84
4021337f:	time lag;	2.50860	2.51409
40208d00:	dummy;	2.515046	8	-4	84
4021346a:	time lag;	2.50861	2.51505
40209dd4:	dummy;	2.515998	8	-4	84
4021354c:	time lag;	2.50963	2.51600
4020afff:	dummy;	2.516939	8	-4	84
4021362a:	time lag;	2.51074	2.51694
4020c433:	dummy;	2.51789	7	-5	84
4021370d:	time lag;	2.51198	2.51789
4020d7d4:	dummy;	2.518832	6	-6	84
40213819:	time lag;	2.51317	2.51883
4020ed8d:	dummy;	2.519788	5	-7	84
402138fc:	time lag;	2.51450	2.51979
40210631:	dummy;	2.520743	4	-8	84
4021bd6a:	time lag;	2.51600	2.52074
402106c4:	dummy;	2.521699	4	-8	84
4021be8c:	time lag;	2.51604	2.52170
4021108c:	dummy;	2.52265	4	-8	84
4021bf83:	time lag;	2.51663	2.52265
40212420:	dummy;	2.523592	4	-8	84
4021c06a:	time lag;	2.51783	2.52359
40213897:	dummy;	2.524548	4	-8	84
4021c148:	time lag;	2.51908	2.52455
40214cc2:	dummy;	2.525503	4	-8	84
4021c26a:	time lag;	2.52031	2.52550
40216156:	dummy;	2.526458	4	-8	84
4021c34c:	time lag;	2.52157	2.52646
402161bf:	dummy;	2.527414	4	-8	84
4021c42a:	time lag;	2.52159	2.52741
40217350:	dummy;	2.528369	4	-8	84
4021c504:	time lag;	2.52266	2.52837
4021923a:	dummy;	2.529325	4	-8	84
402248fe:	time lag;	2.52455	2.52933
40219963:	dummy;	2.530281	4	-8	84
40224a1b:	time lag;	2.52499	2.53028
4021aef7:	dummy;	2.531238	4	-8	84
40224b0e:	time lag;	2.52630	2.53124
4021c25d:	dummy;	2.532193	4	-8	84
40224bf1:	time lag;	2.52749	2.53219
4021c2c6:	dummy;	2.533148	4	-8	84
40224ccf:	time lag;	2.52751	2.53315
4021d58d:	dummy;	2.534104	4	-8	85
40224da9:	time lag;	2.52866	2.53410
4021d5fe:	dummy;	2.535061	4	-8	86
40224e7f:	time lag;	2.52869	2.53506
4021e8e2:	dummy;	2.536018	4	-8	87
40224f55:	time lag;	2.52984	2.53602
4021fc93:	dummy;	2.536974	4	-8	88
40225027:	time lag;	2.53104	2.53697
40221034:	dummy;	2.537913	4	-8	88
402250f8:	time lag;	2.53224	2.53791
40222279:	dummy;	2.538856	4	-8	88
4022dad7:	time lag;	2.53335	2.53886
40223687:	dummy;	2.539812	4	-8	88
4022dc01:	time lag;	2.53458	2.53981
402236f8:	dummy;	2.540767	4	-8	88
4022dd27:	time lag;	2.53461	2.54077
4022484d:	dummy;	2.541722	4	-8	88
4022de1e:	time lag;	2.53566	2.54172
40225ab8:	dummy;	2.542677	4	-8	88
4022df01:	time lag;	2.53679	2.54268
40226da8:	dummy;	2.54363	4	-8	88
4022dfdf:	time lag;	2.53794	2.54363
402281aa:	dummy;	2.544571	4	-8	88
4022e0b9:	time lag;	2.53916	2.54457
402295a3:	dummy;	2.545527	4	-8	88
4022e193:	time lag;	2.54038	2.54553
4022aec9:	dummy;	2.546481	4	-8	88
40236588:	time lag;	2.54192	2.54648
4022af5c:	dummy;	2.547437	4	-8	88
402366a5:	time lag;	2.54195	2.54744
4022ba5a:	dummy;	2.548394	4	-8	88
4023679d:	time lag;	2.54262	2.54839
4022cbb8:	dummy;	2.54935	4	-8	88
40236883:	time lag;	2.54368	2.54935
4022de40:	dummy;	2.550305	4	-8	88
40236966:	time lag;	2.54482	2.55030
4022f2d8:	dummy;	2.551261	4	-8	88
40236a44:	time lag;	2.54607	2.55126
40230721:	dummy;	2.552218	4	-8	88
40236b1a:	time lag;	2.54731	2.55222
40231ba4:	dummy;	2.553173	4	-8	88
40236bf4:	time lag;	2.54856	2.55317
40231c0d:	dummy;	2.554129	4	-8	88
40236d0d:	time lag;	2.54859	2.55413
40232cae:	dummy;	2.555085	4	-8	88
40236dec:	time lag;	2.54960	2.55509
40232d1b:	dummy;	2.556042	4	-8	88
40236ec6:	time lag;	2.54963	2.55604
40233e60:	dummy;	2.556994	4	-8	88
4023fc16:	time lag;	2.55068	2.55699
40235350:	dummy;	2.557937	4	-8	88
4023fd37:	time lag;	2.55196	2.55794
4023669d:	dummy;	2.558888	4	-8	88
4023fe2a:	time lag;	2.55314	2.55889
40237a9a:	dummy;	2.559831	4	-8	88
4023ff26:	time lag;	2.55436	2.55983
40238eb4:	dummy;	2.560787	4	-8	88
40240050:	time lag;	2.55558	2.56079
40238f21:	dummy;	2.561742	4	-8	88
4024023f:	time lag;	2.55561	2.56174
4023a090:	dummy;	2.562697	4	-8	88
40240397:	time lag;	2.55667	2.56270
4023b3c4:	dummy;	2.563649	4	-8	88
40240496:	time lag;	2.55785	2.56365
4023d1d9:	dummy;	2.564592	4	-8	88
4024909f:	time lag;	2.55968	2.56459
4023da1b:	dummy;	2.565549	3	-8	87
402491c1:	time lag;	2.56019	2.56555
4023eb79:	dummy;	2.566504	2	-8	86
402492bc:	time lag;	2.56125	2.56650
4023fc8b:	dummy;	2.567458	1	-8	85
402493ee:	time lag;	2.56229	2.56746
40241156:	dummy;	2.568414	0	-8	84
40249635:	time lag;	2.56356	2.56841
402411c7:	dummy;	2.569371	0	-8	84
40249768:	time lag;	2.56359	2.56937
40242292:	dummy;	2.570327	0	-8	84
40249863:	time lag;	2.56461	2.57033
402433b9:	dummy;	2.571282	0	-8	84
4024994e:	time lag;	2.56566	2.57128
40244784:	dummy;	2.572239	0	-8	84
40249a31:	time lag;	2.56686	2.57224
40246766:	dummy;	2.573194	0	-8	84
40251b97:	time lag;	2.56881	2.57319
40246ce3:	dummy;	2.574149	0	-8	84
40251cb9:	time lag;	2.56915	2.57415
402481dc:	dummy;	2.575105	0	-8	84
40251db0:	time lag;	2.57043	2.57511
40249492:	dummy;	2.576061	0	-8	84
40251e9b:	time lag;	2.57157	2.57606
402494ff:	dummy;	2.577018	0	-8	84
40251f79:	time lag;	2.57159	2.57702
40249514:	dummy;	2.577969	0	-8	84
40252058:	time lag;	2.57160	2.57797
4024a726:	dummy;	2.578909	0	-8	84
40252132:	time lag;	2.57270	2.57891
4024bb28:	dummy;	2.579852	0	-8	84
4025220c:	time lag;	2.57392	2.57985
4024cf9a:	dummy;	2.580808	2	-8	85
402522e2:	time lag;	2.57517	2.58081
4024e34c:	dummy;	2.581763	4	-8	86
402523bc:	time lag;	2.57637	2.58176
4024f562:	dummy;	2.582719	6	-8	87
4025b008:	time lag;	2.57748	2.58272
40250853:	dummy;	2.583674	8	-8	88
4025b129:	time lag;	2.57863	2.58367
402508bc:	dummy;	2.584626	8	-8	88
4025b24f:	time lag;	2.57866	2.58463
40251bce:	dummy;	2.585569	8	-8	88
4025b33e:	time lag;	2.57982	2.58557
40252f66:	dummy;	2.586524	8	-8	88
4025b420:	time lag;	2.58102	2.58652
40254307:	dummy;	2.587479	8	-8	88
4025b4fa:	time lag;	2.58222	2.58748
40255775:	dummy;	2.588434	8	-8	88
4025b5d4:	time lag;	2.58346	2.58843
402557e2:	dummy;	2.589391	8	-8	88
4025b6aa:	time lag;	2.58349	2.58939
402569be:	dummy;	2.590347	8	-8	88
4025b784:	time lag;	2.58458	2.59035
402584b2:	dummy;	2.591302	8	-8	88
40263c3e:	time lag;	2.58622	2.59130
40258ed2:	dummy;	2.592258	8	-8	88
40263d92:	time lag;	2.58684	2.59226
4025a283:	dummy;	2.593215	8	-8	88
40263e92:	time lag;	2.58804	2.59321
4025b635:	dummy;	2.594171	8	-8	88
40263f79:	time lag;	2.58925	2.59417
4025caa7:	dummy;	2.595126	8	-8	88
4026405b:	time lag;	2.59049	2.59513
4025cb14:	dummy;	2.596082	8	-8	88
40264135:	time lag;	2.59052	2.59608
4025cb2e:	dummy;	2.597039	8	-8	88
40264214:	time lag;	2.59053	2.59704
4025dd59:	dummy;	2.597991	8	-8	88
402642ea:	time lag;	2.59163	2.59799
4025ee95:	dummy;	2.598935	8	-8	88
402643c4:	time lag;	2.59269	2.59893
402602f7:	dummy;	2.599886	8	-8	88
4026449e:	time lag;	2.59393	2.59989
40261477:	dummy;	2.600829	8	-8	88
4026d4a2:	time lag;	2.59500	2.60083
402628ed:	dummy;	2.601785	8	-8	88
4026d5bf:	time lag;	2.59625	2.60179
40263bbc:	dummy;	2.60274	8	-8	88
4026d6b6:	time lag;	2.59740	2.60274
40264ef4:	dummy;	2.603695	8	-8	88
4026d7a1:	time lag;	2.59857	2.60370
40264f5d:	dummy;	2.604646	8	-8	88
4026d884:	time lag;	2.59859	2.60465
40268b15:	dummy;	2.605591	8	-8	88
4026d962:	time lag;	2.60224	2.60559
4026a698:	dummy;	2.608232	8	-8	88
40275e0f:	time lag;	2.60392	2.60823
4026a72b:	dummy;	2.609194	8	-8	88
40275f2d:	time lag;	2.60395	2.60919
4026b0a3:	dummy;	2.610149	8	-8	88
40276024:	time lag;	2.60453	2.61015
4026c2ad:	dummy;	2.611106	8	-8	88
4027610b:	time lag;	2.60563	2.61111
4026d463:	dummy;	2.612063	8	-8	88
402761ed:	time lag;	2.60671	2.61206
4026d4d0:	dummy;	2.61302	8	-8	87
402762cc:	time lag;	2.60674	2.61302
4026e8c4:	dummy;	2.613971	8	-8	86
402763a6:	time lag;	2.60796	2.61397
4026fcfc:	dummy;	2.61491	8	-8	85
402764bb:	time lag;	2.60919	2.61491
402710dc:	dummy;	2.615853	8	-8	84
40276599:	time lag;	2.61040	2.61585
40272425:	dummy;	2.61681	8	-8	84
40276673:	time lag;	2.61158	2.61681
40272496:	dummy;	2.617763	8	-8	84
40276749:	time lag;	2.61161	2.61776
402735ca:	dummy;	2.618719	8	-8	84
4027f141:	time lag;	2.61266	2.61872
4027486f:	dummy;	2.619675	8	-8	84
4027f263:	time lag;	2.61380	2.61967
40275d5f:	dummy;	2.620628	8	-8	84
4027f35a:	time lag;	2.61507	2.62063
402770ef:	dummy;	2.621572	8	-8	84
4027f445:	time lag;	2.61627	2.62157
402784a5:	dummy;	2.622527	8	-8	84
4027f523:	time lag;	2.61747	2.62253
40278512:	dummy;	2.623482	8	-8	84
4027f5fd:	time lag;	2.61750	2.62348
40279714:	dummy;	2.624438	8	-8	84
4027f6d7:	time lag;	2.61860	2.62444
4027a805:	dummy;	2.625394	8	-8	84
4027f7e8:	time lag;	2.61963	2.62539
4027b9c3:	dummy;	2.626351	8	-8	84
4027f8c6:	time lag;	2.62071	2.62635
4027cdb4:	dummy;	2.627307	8	-8	84
40287c78:	time lag;	2.62193	2.62731
4027e1df:	dummy;	2.628263	8	-8	83
40287d91:	time lag;	2.62316	2.62826
4027f588:	dummy;	2.62922	8	-8	82
40287e89:	time lag;	2.62436	2.62922
402809d5:	dummy;	2.630174	8	-8	81
40287f99:	time lag;	2.62560	2.63017
40280a42:	dummy;	2.631131	8	-8	80
40288080:	time lag;	2.62563	2.63113
40281c43:	dummy;	2.632086	8	-8	80
40288162:	time lag;	2.62672	2.63209
40281ca8:	dummy;	2.633044	8	-8	80
4028823d:	time lag;	2.62675	2.63304
4028309d:	dummy;	2.633996	8	-8	80
40288317:	time lag;	2.62797	2.63400
402844d8:	dummy;	2.634935	8	-8	80
402883f5:	time lag;	2.62920	2.63494
40285586:	dummy;	2.635885	8	-8	80
4029095b:	time lag;	2.63022	2.63589
40286b40:	dummy;	2.636827	8	-8	80
40290a91:	time lag;	2.63155	2.63683
40286bb1:	dummy;	2.637784	8	-8	80
40290b6b:	time lag;	2.63157	2.63778
40287d46:	dummy;	2.638742	8	-8	80
40290c28:	time lag;	2.63265	2.63874
40288e7e:	dummy;	2.639698	8	-8	80
40290ce1:	time lag;	2.63370	2.63970
40289eaa:	dummy;	2.640649	8	-8	80
40290d95:	time lag;	2.63468	2.64065
4028af3e:	dummy;	2.641592	8	-8	80
40290e45:	time lag;	2.63570	2.64159
4028c1db:	dummy;	2.642549	8	-8	80
4029101f:	time lag;	2.63683	2.64255
4028e4d2:	dummy;	2.643504	8	-8	80
402998d4:	time lag;	2.63897	2.64350
4028e521:	dummy;	2.644459	8	-9	81
40299a78:	time lag;	2.63898	2.64446
4028f7c2:	dummy;	2.645414	8	-10	82
40299bf1:	time lag;	2.64012	2.64541
4029078e:	dummy;	2.646372	8	-11	83
40299d5e:	time lag;	2.64109	2.64637
402918df:	dummy;	2.647328	8	-12	84
40299ef5:	time lag;	2.64214	2.64733
40292a39:	dummy;	2.648285	8	-12	84
4029a09d:	time lag;	2.64320	2.64829
40293d32:	dummy;	2.649242	8	-12	84
4029a22b:	time lag;	2.64436	2.64924
40294fd3:	dummy;	2.650199	8	-12	84
4029a39c:	time lag;	2.64550	2.65020
40295059:	dummy;	2.651156	8	-12	84
4029a4f0:	time lag;	2.64553	2.65116
40297222:	dummy;	2.652113	8	-12	84
402a1ecd:	time lag;	2.64759	2.65211
40297564:	dummy;	2.653069	8	-12	84
402a1fb0:	time lag;	2.64779	2.65307
4029759f:	dummy;	2.654026	8	-12	84
402a207d:	time lag;	2.64780	2.65403
4029867f:	dummy;	2.654981	8	-12	84
402a2132:	time lag;	2.64883	2.65498
40299fb6:	dummy;	2.655932	8	-12	84
402a21de:	time lag;	2.65037	2.65593
4029affb:	dummy;	2.656884	8	-12	84
402a228a:	time lag;	2.65137	2.65688
4029c148:	dummy;	2.657829	8	-12	84
402a232d:	time lag;	2.65242	2.65783
4029d2d4:	dummy;	2.658784	8	-12	84
402a23d5:	time lag;	2.65349	2.65878
4029d30b:	dummy;	2.659741	7	-10	85
402a2614:	time lag;	2.65351	2.65974
4029e52e:	dummy;	2.660697	6	-8	86
402a2746:	time lag;	2.65461	2.66070
4029f827:	dummy;	2.661649	5	-6	87
402aaa19:	time lag;	2.65577	2.66165
402a0aee:	dummy;	2.662592	4	-4	88
402aab00:	time lag;	2.65692	2.66259
402a1d3f:	dummy;	2.663549	4	-4	88
402aabfc:	time lag;	2.65804	2.66355
402a3077:	dummy;	2.664504	4	-4	88
402aad3a:	time lag;	2.65921	2.66450
402a4389:	dummy;	2.665459	4	-4	88
402aae25:	time lag;	2.66037	2.66546
402a54f3:	dummy;	2.666414	4	-4	88
402aaede:	time lag;	2.66143	2.66641
402a553b:	dummy;	2.667371	4	-4	88
402aaf9b:	time lag;	2.66145	2.66737
402a67f1:	dummy;	2.668326	4	-4	88
402ab153:	time lag;	2.66259	2.66833
402a7e74:	dummy;	2.669282	4	-4	88
402b3e29:	time lag;	2.66397	2.66928
402a8c00:	dummy;	2.670239	4	-4	88
402b3f14:	time lag;	2.66479	2.67024
402a9da1:	dummy;	2.671196	4	-4	88
402b3fd5:	time lag;	2.66587	2.67120
402aaeb8:	dummy;	2.672151	4	-4	88
402b408e:	time lag;	2.66691	2.67215
402ac0ba:	dummy;	2.673107	4	-4	88
402b4146:	time lag;	2.66801	2.67311
402ad1cc:	dummy;	2.674063	4	-4	88
402b4218:	time lag;	2.66905	2.67406
402ad24a:	dummy;	2.67502	4	-4	88
402b42d5:	time lag;	2.66909	2.67502
402ae404:	dummy;	2.67597	6	-4	88
402b4389:	time lag;	2.67017	2.67597
402af74d:	dummy;	2.676908	8	-4	88
402b443d:	time lag;	2.67134	2.67691
402b1134:	dummy;	2.677851	10	-4	88
402bcbb8:	time lag;	2.67292	2.67785
402b116b:	dummy;	2.678808	12	-4	88
402bcc96:	time lag;	2.67294	2.67881
402b1b1e:	dummy;	2.679764	12	-4	88
402bcd6c:	time lag;	2.67353	2.67976
402b2e17:	dummy;	2.68072	12	-4	88
402bce31:	time lag;	2.67469	2.68072
402b4085:	dummy;	2.681675	12	-4	88
402bcf10:	time lag;	2.67581	2.68167
402b5365:	dummy;	2.682628	12	-4	88
402bd0e1:	time lag;	2.67696	2.68263
402b6602:	dummy;	2.683571	12	-4	88
402bd1c8:	time lag;	2.67810	2.68357
402b786c:	dummy;	2.684527	12	-4	88
402bd291:	time lag;	2.67922	2.68453
402b8b3f:	dummy;	2.685483	12	-4	88
402bd33d:	time lag;	2.68037	2.68548
402ba027:	dummy;	2.686438	12	-4	88
402c5708:	time lag;	2.68165	2.68644
402ba06a:	dummy;	2.687396	12	-4	88
402c5b85:	time lag;	2.68167	2.68740
402bae21:	dummy;	2.688352	12	-4	88
402c5c70:	time lag;	2.68250	2.68835
402bc0b5:	dummy;	2.689308	12	-4	88
402c5d3a:	time lag;	2.68364	2.68931
402bd1c8:	dummy;	2.690265	12	-4	88
402c5e3e:	time lag;	2.68468	2.69027
402be4ef:	dummy;	2.691223	12	-5	88
402c5ef2:	time lag;	2.68585	2.69122
402bf651:	dummy;	2.69218	12	-6	88
402c5f9e:	time lag;	2.68691	2.69218
402c08bc:	dummy;	2.693136	12	-7	88
402c604e:	time lag;	2.68803	2.69314
402c1b76:	dummy;	2.694092	12	-8	88
402c6113:	time lag;	2.68918	2.69409
402c1bbd:	dummy;	2.69505	12	-8	88
402c6252:	time lag;	2.68919	2.69505
402c2f66:	dummy;	2.696007	12	-8	88
402cdfc2:	time lag;	2.69039	2.69601
402c40d1:	dummy;	2.696959	12	-8	88
402ce0f4:	time lag;	2.69146	2.69696
402c4125:	dummy;	2.697904	12	-8	88
402ce1c1:	time lag;	2.69148	2.69790
402c6167:	dummy;	2.698847	12	-8	88
402ce271:	time lag;	2.69344	2.69885
402c619e:	dummy;	2.699804	12	-8	88
402ce319:	time lag;	2.69346	2.69980
402c727a:	dummy;	2.70076	12	-8	88
402ce3b9:	time lag;	2.69449	2.70076
